image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
468501,21191,%{,0.06768798828125,17572,wort,0.06640625,1980,ptions,0.06195068359375,26330,xp,0.06103515625,28620,Lars,0.06048583984375
206579,193,�,0.0833740234375,24130,domin,0.0701904296875,945,rac,0.06988525390625,12339,yz,0.06964111328125,649,put,0.068115234375
99810,32042,,0.07708740234375,32019,,0.07684326171875,32003,,0.07684326171875,32014,,0.07684326171875,32006,,0.0767822265625
11813,1,<s>,0.0728759765625,193,�,0.07244873046875,3488,page,0.06787109375,344,se,0.06732177734375,25463,ações,0.067138671875
78420,6544,oles,0.07568359375,32027,,0.06719970703125,5332,German,0.067138671875,32051,,0.0670166015625,32006,,0.06695556640625
513688,13247,agog,0.07061767578125,32027,,0.06793212890625,32019,,0.06744384765625,32023,,0.06719970703125,32008,,0.067138671875
255536,1,<s>,0.070068359375,20342,ardon,0.06964111328125,19891,/_,0.069580078125,4330,TE,0.0670166015625,28387,olk,0.06524658203125
471991,29946,4,0.0777587890625,29929,9,0.075927734375,23014,gal,0.0682373046875,6544,oles,0.06787109375,272,or,0.06732177734375
37777,30034,ß,0.0706787109375,11148,ll,0.0673828125,4959,events,0.0650634765625,17889,rôle,0.0645751953125,30068,Х,0.063720703125
556000,17572,wort,0.0662841796875,1279,arch,0.0660400390625,30081, ,0.0657958984375,391,ist,0.06475830078125,17738,häng,0.06329345703125
417608,646,iew,0.06695556640625,17597,україн,0.06610107421875,6544,oles,0.060943603515625,1519,ql,0.060943603515625,31907,ぐ,0.06048583984375
321214,1,<s>,0.08203125,193,�,0.0755615234375,13430,Chile,0.07061767578125,32036,,0.06768798828125,32021,,0.06756591796875
480122,31376,求,0.07513427734375,29929,9,0.071533203125,4959,events,0.0703125,23014,gal,0.06689453125,3660,ae,0.065185546875
21465,30890,대,0.07037353515625,26791,hens,0.0662841796875,17889,rôle,0.06549072265625,2103,width,0.065185546875,20178,тому,0.06396484375
415238,172,�,0.06854248046875,649,put,0.064453125,12647,semi,0.06268310546875,8387,lay,0.060760498046875,2757,sein,0.05963134765625
366884,5475,iles,0.06781005859375,1980,ptions,0.060638427734375,17572,wort,0.06060791015625,30081, ,0.059326171875,3772,Wik,0.059326171875
218091,1188,log,0.07373046875,17416,phabet,0.07183837890625,22968,alphabet,0.07171630859375,26968,roe,0.0670166015625,21682,hurt,0.0670166015625
226147,16171,Debug,0.0728759765625,9907,жно,0.06866455078125,29882,h,0.0660400390625,29155,àt,0.06500244140625,2584,тель,0.06500244140625
433103,28752,atia,0.07293701171875,22736,cki,0.06634521484375,1485,aus,0.06549072265625,31376,求,0.0654296875,1148,oh,0.0653076171875
128148,1188,log,0.073486328125,22968,alphabet,0.07232666015625,16171,Debug,0.07037353515625,17236,Veg,0.06732177734375,26688,dtype,0.06640625
537672,17572,wort,0.070068359375,13915,Venez,0.07000732421875,30081, ,0.06719970703125,20144,uru,0.0655517578125,85,R,0.0634765625
338219,8529,enero,0.071533203125,6614,hood,0.06732177734375,649,put,0.067138671875,2637,entre,0.0662841796875,4330,TE,0.0650634765625
25096,193,�,0.0762939453125,27042,vendor,0.062286376953125,8388,surr,0.06201171875,1263,ова,0.05999755859375,391,ist,0.0596923828125
172595,6544,oles,0.0693359375,5056,atives,0.0682373046875,1607,ife,0.06402587890625,16171,Debug,0.0626220703125,273,an,0.061920166015625
471893,16171,Debug,0.068603515625,5475,iles,0.06561279296875,1279,arch,0.06512451171875,17572,wort,0.06396484375,26330,xp,0.0621337890625
296231,12884,Econom,0.0677490234375,17889,rôle,0.06298828125,16171,Debug,0.06103515625,17642,same,0.0606689453125,4330,TE,0.06048583984375
39484,30019,ç,0.0672607421875,12533,pton,0.06585693359375,18282,iku,0.0657958984375,16171,Debug,0.0654296875,17408,гом,0.065185546875
189213,30262, ,0.0697021484375,13915,Venez,0.06573486328125,17572,wort,0.065673828125,1,<s>,0.06439208984375,16917,>(),0.06378173828125
368900,16171,Debug,0.07135009765625,24574,aders,0.06744384765625,17572,wort,0.06640625,30081, ,0.0654296875,2310,dem,0.0634765625
425361,26919,JVM,0.0673828125,622,ject,0.06488037109375,22642,Canal,0.0645751953125,6034,circ,0.0643310546875,12884,Econom,0.06365966796875
290163,576,ро,0.06866455078125,30610,व,0.0672607421875,24663,defend,0.06707763671875,12884,Econom,0.06646728515625,641,ри,0.064697265625
564336,26968,roe,0.0714111328125,3660,ae,0.06396484375,26330,xp,0.06378173828125,31376,求,0.0635986328125,27714,Durant,0.063232421875
69224,1,<s>,0.07269287109375,16171,Debug,0.06988525390625,1485,aus,0.06378173828125,31277,符,0.0633544921875,193,�,0.0621337890625
298396,15203,reb,0.06414794921875,843,ло,0.0640869140625,4330,TE,0.06256103515625,4872,egr,0.0625,19982,leb,0.06121826171875
274687,31810,复,0.07244873046875,26688,dtype,0.06719970703125,16171,Debug,0.06683349609375,1263,ова,0.0660400390625,572,pl,0.062744140625
76547,18438,Gree,0.0677490234375,26968,roe,0.06719970703125,17889,rôle,0.06683349609375,30058,î,0.06640625,31973,재,0.0662841796875
153011,26330,xp,0.06634521484375,344,se,0.0628662109375,131,�,0.06103515625,545,ure,0.05999755859375,193,�,0.059173583984375
138550,20342,ardon,0.06939697265625,5986,ць,0.06903076171875,32027,,0.06878662109375,32041,,0.06854248046875,32042,,0.06842041015625
20553,2103,width,0.07293701171875,30058,î,0.066650390625,29921,н,0.06610107421875,4330,TE,0.06463623046875,10254,libs,0.064208984375
296222,17572,wort,0.0699462890625,17101,LES,0.0697021484375,193,�,0.0662841796875,29468,Voll,0.062255859375,16171,Debug,0.06182861328125
573094,16171,Debug,0.07110595703125,1263,ова,0.06982421875,4872,egr,0.0682373046875,29872,e,0.0633544921875,30081, ,0.06256103515625
530466,1141,igh,0.071533203125,24022,oslov,0.07000732421875,8315,mond,0.06707763671875,30898,度,0.0670166015625,1980,ptions,0.06512451171875
507081,30034,ß,0.06939697265625,30545,法,0.0692138671875,26248,röm,0.0687255859375,26688,dtype,0.06768798828125,6544,oles,0.064208984375
554002,3660,ae,0.0791015625,17408,гом,0.074462890625,32027,,0.0723876953125,32019,,0.072265625,32017,,0.072265625
578871,6079,bien,0.0711669921875,16637,cular,0.06951904296875,6544,oles,0.06854248046875,10947,zes,0.06781005859375,10982,fest,0.0670166015625
216497,7375,hot,0.07000732421875,15414,dx,0.06976318359375,1188,log,0.06964111328125,26424,Kirk,0.0677490234375,17572,wort,0.0672607421875
228144,3660,ae,0.0750732421875,1,<s>,0.0701904296875,25097,lieutenant,0.0687255859375,11065,ész,0.0675048828125,26464,endi,0.0673828125
517832,499,ult,0.0777587890625,23786,Fast,0.07489013671875,20178,тому,0.069091796875,6544,oles,0.06884765625,3660,ae,0.068603515625
491497,12884,Econom,0.069580078125,16171,Debug,0.06536865234375,3660,ae,0.06488037109375,17889,rôle,0.06207275390625,13073,ctx,0.0616455078125
89045,16171,Debug,0.069091796875,28703,Gött,0.0675048828125,1188,log,0.06597900390625,12884,Econom,0.06488037109375,4872,egr,0.0634765625
140076,17889,rôle,0.0726318359375,1,<s>,0.0654296875,30034,ß,0.06463623046875,26330,xp,0.0635986328125,6544,oles,0.0618896484375
435081,22477,Gaussian,0.0631103515625,12313,bad,0.062255859375,17889,rôle,0.059234619140625,273,an,0.05517578125,276,re,0.055023193359375
462904,17408,гом,0.07562255859375,1263,ова,0.074951171875,32015,,0.0716552734375,32048,,0.07159423828125,32036,,0.07159423828125
150224,32017,,0.07537841796875,32048,,0.07513427734375,32014,,0.07513427734375,32042,,0.07513427734375,32006,,0.0750732421875
632,13430,Chile,0.0673828125,3660,ae,0.06591796875,21710,Ri,0.06561279296875,18015,ardi,0.0648193359375,21022,trunc,0.06268310546875
40083,30034,ß,0.0689697265625,22238,Laravel,0.066650390625,5475,iles,0.0648193359375,28752,atia,0.0643310546875,17464,oslav,0.062042236328125
81061,9524,ynchron,0.06536865234375,1,<s>,0.06475830078125,7459,lide,0.0645751953125,3660,ae,0.06365966796875,29899,-,0.06256103515625
322895,22968,alphabet,0.0701904296875,1188,log,0.06964111328125,17416,phabet,0.0667724609375,5408,England,0.0633544921875,12154,role,0.06329345703125
117492,1021,same,0.0694580078125,12884,Econom,0.06695556640625,21110,lingu,0.06610107421875,31155,្,0.06591796875,30729,Ì,0.06494140625
83172,12033,tent,0.06585693359375,3851,ugin,0.0640869140625,30034,ß,0.06396484375,18977,nete,0.061370849609375,1,<s>,0.060638427734375
434479,391,ist,0.068115234375,273,an,0.06744384765625,17164,urban,0.06536865234375,14826,weather,0.06500244140625,13490,debugging,0.06298828125
18193,1141,igh,0.06549072265625,25677,latin,0.06512451171875,31741,羅,0.0638427734375,1,<s>,0.0634765625,9743,thur,0.062408447265625
35682,17728,guard,0.08526611328125,26968,roe,0.07745361328125,24840,bio,0.067626953125,12313,bad,0.0673828125,16171,Debug,0.06341552734375
77396,16171,Debug,0.0770263671875,1263,ова,0.06689453125,1064,ér,0.06597900390625,193,�,0.06396484375,4330,TE,0.063232421875
288584,11960,anton,0.07403564453125,4330,TE,0.06463623046875,20342,ardon,0.0640869140625,30807,け,0.062408447265625,13073,ctx,0.060638427734375
484404,17379,неко,0.06787109375,21110,lingu,0.067138671875,85,R,0.067138671875,1064,ér,0.0648193359375,25498,Js,0.0623779296875
289741,18474,IVE,0.07061767578125,12567,excell,0.06878662109375,12426,ження,0.0657958984375,12697,Linear,0.06512451171875,23560,DM,0.0634765625
188465,19369,iegel,0.0693359375,17220,orum,0.06884765625,18212,стру,0.06695556640625,17408,гом,0.06329345703125,202,�,0.0631103515625
351810,6516,compiler,0.0645751953125,17851,qué,0.06396484375,5475,iles,0.06268310546875,22967,koz,0.06256103515625,12533,pton,0.0625
24567,1263,ова,0.0787353515625,1,<s>,0.07452392578125,545,ure,0.07318115234375,193,�,0.06866455078125,16171,Debug,0.06610107421875
482319,21337,cules,0.07183837890625,7966,стро,0.06500244140625,30521,グ,0.0634765625,12884,Econom,0.0625,15283,exceptions,0.06243896484375
27620,28752,atia,0.065673828125,22642,Canal,0.0654296875,23014,gal,0.0628662109375,20613,voet,0.0628662109375,14873,atar,0.062255859375
347254,29468,Voll,0.08294677734375,15203,reb,0.072021484375,16171,Debug,0.07147216796875,32006,,0.070556640625,32019,,0.0703125
179898,16171,Debug,0.07220458984375,1,<s>,0.07183837890625,601,io,0.06842041015625,1263,ова,0.06402587890625,4330,TE,0.063232421875
174231,273,an,0.0738525390625,649,put,0.0716552734375,26791,hens,0.0704345703125,1148,oh,0.06982421875,20138,iras,0.0687255859375
453722,16171,Debug,0.0804443359375,29929,9,0.069580078125,22968,alphabet,0.06903076171875,22934,ственно,0.0655517578125,13882,состоя,0.0654296875
479126,6544,oles,0.07659912109375,10982,fest,0.06951904296875,2918,hi,0.065185546875,12313,bad,0.06512451171875,1485,aus,0.06463623046875
160012,17673,řed,0.0703125,1,<s>,0.0693359375,26968,roe,0.06927490234375,31621,ゆ,0.0645751953125,31974,候,0.06146240234375
116208,16171,Debug,0.082275390625,30495,定,0.064697265625,31974,候,0.06414794921875,30898,度,0.063720703125,1,<s>,0.06256103515625
286553,134,�,0.0687255859375,26842,intér,0.06707763671875,641,ри,0.06683349609375,391,ist,0.06658935546875,16171,Debug,0.06585693359375
483667,12771,);`,0.07275390625,649,put,0.0670166015625,30807,け,0.0662841796875,17889,rôle,0.0655517578125,193,�,0.065185546875
