image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
485237,18282,iku,0.0731201171875,27067,omed,0.0657958984375,19861,conscious,0.062408447265625,16171,Debug,0.06195068359375,21110,lingu,0.061614990234375
1532,32042,,0.08050537109375,32014,,0.08050537109375,32059,,0.0802001953125,32051,,0.0802001953125,32048,,0.0802001953125
166664,1263,ова,0.0828857421875,9755,east,0.0701904296875,4858,aden,0.06793212890625,5779,eds,0.06683349609375,12444,Ten,0.0660400390625
475484,30058,î,0.0701904296875,26330,xp,0.06549072265625,6544,oles,0.0648193359375,16171,Debug,0.063720703125,16336,senior,0.0628662109375
227511,29942,в,0.0697021484375,17642,same,0.06658935546875,5739,Gen,0.066162109375,31961,嘉,0.065673828125,20440,ategor,0.064208984375
446651,10982,fest,0.072021484375,31376,求,0.07110595703125,8345,room,0.06982421875,17408,гом,0.06640625,24760,Luther,0.064453125
214200,30776,ז,0.07586669921875,6544,oles,0.0716552734375,27714,Durant,0.0687255859375,30936,次,0.06524658203125,3238,">",0.06207275390625
25393,17572,wort,0.0810546875,14789,ATCH,0.0751953125,30729,Ì,0.0701904296875,649,put,0.06597900390625,5444,fa,0.0657958984375
121506,17259,itors,0.0806884765625,17530,bla,0.06842041015625,23377,idor,0.06463623046875,30501,ม,0.0634765625,952,ys,0.0621337890625
369442,831,es,0.069580078125,85,R,0.06878662109375,31621,ゆ,0.0660400390625,9503,btn,0.06573486328125,8734,wed,0.0655517578125
336658,217,�,0.0675048828125,29899,-,0.06317138671875,30572,テ,0.060821533203125,8038,versch,0.060546875,24663,defend,0.059844970703125
463730,30081, ,0.06988525390625,26797,fict,0.064453125,8345,room,0.0618896484375,8038,versch,0.061859130859375,6544,oles,0.061798095703125
126592,20342,ardon,0.0789794921875,27303,predictions,0.0755615234375,1980,ptions,0.0740966796875,30058,î,0.06732177734375,13145,ремен,0.067138671875
21839,344,se,0.0703125,17572,wort,0.06451416015625,573,ive,0.0643310546875,29899,-,0.06390380859375,30034,ß,0.06268310546875
442456,31493,드,0.06488037109375,4839,header,0.063720703125,1609,by,0.0635986328125,14789,ATCH,0.063232421875,2486,ately,0.0626220703125
167122,9503,btn,0.072265625,649,put,0.0706787109375,2310,dem,0.06903076171875,23909,üs,0.06719970703125,29987,&,0.06671142578125
165039,30495,定,0.06707763671875,2584,тель,0.06689453125,9195,licher,0.06671142578125,13723,gia,0.06512451171875,26572,Nev,0.064208984375
38048,25463,ações,0.0693359375,31621,ゆ,0.06903076171875,16659,até,0.068359375,6544,oles,0.06744384765625,16171,Debug,0.0655517578125
463037,24862,"!"");",0.0718994140625,11800,ług,0.069091796875,23567,тек,0.06640625,6126,aber,0.065673828125,27650,Nathan,0.06402587890625
127092,6544,oles,0.07647705078125,230,�,0.06622314453125,29946,4,0.0633544921875,287,ed,0.060638427734375,29942,в,0.060394287109375
242411,193,�,0.06671142578125,16171,Debug,0.0660400390625,3101,()),0.06549072265625,172,�,0.06439208984375,28703,Gött,0.0631103515625
175438,622,ject,0.077392578125,22241,eor,0.0662841796875,29975,б,0.063720703125,172,�,0.06298828125,28940,acker,0.06292724609375
338560,6544,oles,0.06719970703125,14042,lj,0.0667724609375,641,ри,0.0645751953125,29921,н,0.064208984375,3687,lies,0.06414794921875
466416,21103,extens,0.06890869140625,535,con,0.0679931640625,29975,б,0.06597900390625,1587,ния,0.0640869140625,5779,eds,0.06365966796875
269942,13247,agog,0.0633544921875,31621,ゆ,0.061431884765625,10257,professional,0.059600830078125,273,an,0.058135986328125,19182,spoken,0.058074951171875
293071,29975,б,0.07061767578125,193,�,0.0673828125,6544,oles,0.0645751953125,16171,Debug,0.0611572265625,25463,ações,0.06097412109375
86483,273,an,0.07989501953125,1485,aus,0.07598876953125,8994,ян,0.0711669921875,15938,вед,0.0689697265625,6544,oles,0.068603515625
336232,8345,room,0.07708740234375,30729,Ì,0.067626953125,12567,excell,0.06451416015625,21667,kommen,0.06427001953125,1064,ér,0.0638427734375
198489,19923,pseud,0.0701904296875,6544,oles,0.0679931640625,26797,fict,0.064697265625,29876,n,0.06378173828125,30445,া,0.063720703125
523241,4690,TH,0.07305908203125,10131,azon,0.06878662109375,17925,utions,0.06610107421875,6272,env,0.06591796875,1980,ptions,0.065673828125
580418,20342,ardon,0.069580078125,28703,Gött,0.06878662109375,30081, ,0.06866455078125,31973,재,0.066650390625,30890,대,0.06610107421875
213255,31008,ļ,0.06939697265625,545,ure,0.06689453125,1,<s>,0.0662841796875,26330,xp,0.0657958984375,573,ive,0.06451416015625
276284,19861,conscious,0.07049560546875,3145,ives,0.0643310546875,8505,estra,0.064208984375,26968,roe,0.06390380859375,24574,aders,0.0635986328125
74058,30019,ç,0.07366943359375,26968,roe,0.07269287109375,20342,ardon,0.0655517578125,30805,来,0.0645751953125,573,ive,0.06451416015625
507797,12567,excell,0.069091796875,30081, ,0.06640625,649,put,0.06488037109375,20366,сезо,0.0645751953125,13430,Chile,0.064208984375
254814,8345,room,0.078369140625,13247,agog,0.06500244140625,17116,Brun,0.0643310546875,4486,ill,0.06402587890625,30731,┬,0.06256103515625
575243,30863,戦,0.06854248046875,29899,-,0.0655517578125,10257,professional,0.064697265625,573,ive,0.064697265625,18282,iku,0.06396484375
9891,5794,ously,0.07220458984375,22840,DBC,0.06842041015625,16171,Debug,0.06842041015625,19259,Nat,0.06768798828125,646,iew,0.067626953125
565391,27714,Durant,0.076904296875,22477,Gaussian,0.067138671875,31033,吉,0.066650390625,6621,üt,0.0662841796875,1263,ова,0.06341552734375
289594,649,put,0.08306884765625,17395,völker,0.07171630859375,3066,uto,0.071533203125,30729,Ì,0.0703125,1182,br,0.06646728515625
313182,29975,б,0.07208251953125,30688,自,0.06365966796875,1279,arch,0.0628662109375,3137,ls,0.06268310546875,16171,Debug,0.060272216796875
511760,29899,-,0.06671142578125,8807,aml,0.0654296875,1,<s>,0.0645751953125,17572,wort,0.06414794921875,193,�,0.06231689453125
366178,24297,эконо,0.0635986328125,5739,Gen,0.060150146484375,3695,~,0.059478759765625,11466,border,0.0589599609375,29975,б,0.05792236328125
566282,193,�,0.0748291015625,29929,9,0.07220458984375,30733,合,0.06988525390625,190,�,0.06884765625,30495,定,0.0660400390625
307074,14789,ATCH,0.06536865234375,9503,btn,0.0625,17408,гом,0.061614990234375,19861,conscious,0.061431884765625,29899,-,0.06134033203125
505942,17572,wort,0.074951171875,20342,ardon,0.06744384765625,705,we,0.06402587890625,30081, ,0.06256103515625,11960,anton,0.06201171875
58539,17408,гом,0.07794189453125,20342,ardon,0.0728759765625,32029,,0.0716552734375,32037,,0.07159423828125,32017,,0.07159423828125
319369,20342,ardon,0.0694580078125,20366,сезо,0.06707763671875,28836,irmingham,0.06671142578125,28095,Mason,0.0650634765625,11960,anton,0.0643310546875
230983,1,<s>,0.0731201171875,13693,Ross,0.0633544921875,344,se,0.06292724609375,10893,orio,0.061431884765625,30034,ß,0.061004638671875
100274,30047,ř,0.0711669921875,24022,oslov,0.071044921875,7837,ály,0.066162109375,729,ror,0.064697265625,17889,rôle,0.06414794921875
334006,9697,drei,0.0693359375,18282,iku,0.06512451171875,30262, ,0.06488037109375,339,qu,0.06378173828125,20613,voet,0.061859130859375
171382,344,se,0.07177734375,17220,orum,0.06707763671875,30019,ç,0.06561279296875,4330,TE,0.065185546875,328,ad,0.0648193359375
458325,11945,роб,0.06707763671875,272,or,0.0665283203125,4690,TH,0.064697265625,30142,λ,0.06414794921875,10418,nomin,0.0640869140625
111036,17572,wort,0.085205078125,13915,Venez,0.07568359375,13449,flags,0.068603515625,11812,Videos,0.06732177734375,30501,ม,0.06695556640625
565563,6014,getElement,0.0709228515625,19776,dj,0.068359375,10418,nomin,0.064453125,1279,arch,0.06439208984375,20342,ardon,0.05902099609375
139099,20178,тому,0.0677490234375,8345,room,0.0667724609375,26863,Rights,0.0653076171875,6544,oles,0.06475830078125,649,put,0.0634765625
470924,20342,ardon,0.07635498046875,3903,ynt,0.07537841796875,23276,dale,0.0732421875,26330,xp,0.0675048828125,19982,leb,0.0673828125
418696,30019,ç,0.0777587890625,30068,Х,0.07025146484375,3360,кра,0.0682373046875,193,�,0.0660400390625,19861,conscious,0.06549072265625
147338,30787,よ,0.07757568359375,24130,domin,0.07086181640625,30058,î,0.0706787109375,24351,немец,0.06829833984375,25463,ações,0.0682373046875
511999,12428,req,0.07275390625,3660,ae,0.06915283203125,9163,wid,0.0682373046875,4897,UP,0.0682373046875,5794,ously,0.06768798828125
342128,1263,ова,0.067138671875,17408,гом,0.0662841796875,3130,ilon,0.06390380859375,24566,>[,0.06378173828125,2185,ican,0.063232421875
383289,12567,excell,0.0733642578125,29880,l,0.0711669921875,649,put,0.07061767578125,14789,ATCH,0.06500244140625,17738,häng,0.064697265625
