image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
272566,15203,reb,0.06915283203125,13145,ремен,0.066162109375,641,ри,0.066162109375,649,put,0.06427001953125,30058,î,0.06329345703125
177714,31376,求,0.0697021484375,26968,roe,0.06884765625,22736,cki,0.0653076171875,1320,dist,0.0650634765625,17889,rôle,0.0648193359375
128598,17889,rôle,0.074951171875,26797,fict,0.07171630859375,16171,Debug,0.069580078125,15676,TRUE,0.0635986328125,429,ex,0.06158447265625
216277,1485,aus,0.07470703125,30142,λ,0.06805419921875,31621,ゆ,0.06787109375,27714,Durant,0.0657958984375,8074,Linux,0.06536865234375
409424,16171,Debug,0.07861328125,13430,Chile,0.07110595703125,19891,/_,0.07098388671875,13882,состоя,0.068603515625,3101,()),0.0667724609375
339442,1,<s>,0.080322265625,31406,문,0.06134033203125,26968,roe,0.0609130859375,4897,UP,0.0609130859375,3477,ut,0.060211181640625
60855,705,we,0.0673828125,16171,Debug,0.06707763671875,1485,aus,0.0662841796875,17889,rôle,0.06494140625,26797,fict,0.0634765625
461009,148,�,0.07135009765625,5444,fa,0.06829833984375,1,<s>,0.06573486328125,17408,гом,0.063232421875,3068,can,0.0631103515625
530836,17572,wort,0.06756591796875,30430,‌,0.0673828125,31376,求,0.06640625,1933,div,0.0653076171875,16917,>(),0.06365966796875
386210,14197,тем,0.06890869140625,24760,Luther,0.0673828125,26791,hens,0.06329345703125,28979,oro,0.06292724609375,30890,대,0.061798095703125
146667,6544,oles,0.073486328125,30380,்,0.06976318359375,31155,្,0.0697021484375,649,put,0.0653076171875,17889,rôle,0.065185546875
173091,1,<s>,0.0712890625,705,we,0.06829833984375,13610,том,0.06768798828125,13510,itzer,0.06365966796875,26424,Kirk,0.06317138671875
484351,10584,Neder,0.07562255859375,29880,l,0.06964111328125,30878,最,0.0654296875,30000,è,0.06524658203125,31079,ℓ,0.063720703125
189078,17889,rôle,0.06951904296875,11377,erer,0.06707763671875,24760,Luther,0.066162109375,16171,Debug,0.06561279296875,4019,licit,0.063232421875
331799,641,ри,0.0716552734375,1,<s>,0.0716552734375,17011,ARD,0.0694580078125,649,put,0.06671142578125,18943,"""?>",0.06402587890625
116362,29987,&,0.0723876953125,30445,া,0.06744384765625,26797,fict,0.0670166015625,12700,meta,0.06573486328125,646,iew,0.06463623046875
522007,22238,Laravel,0.068359375,13915,Venez,0.06671142578125,17572,wort,0.06610107421875,26968,roe,0.063720703125,16439,pipeline,0.06292724609375
44260,10257,professional,0.06890869140625,30445,া,0.06768798828125,17889,rôle,0.06634521484375,17728,guard,0.065673828125,848,data,0.06475830078125
2149,17889,rôle,0.072021484375,1485,aus,0.0718994140625,32008,,0.06927490234375,32014,,0.06915283203125,32027,,0.06903076171875
482719,1,<s>,0.069580078125,13073,ctx,0.0660400390625,641,ри,0.064208984375,17889,rôle,0.0638427734375,16171,Debug,0.06011962890625
156278,31376,求,0.0723876953125,4872,egr,0.06475830078125,17572,wort,0.06329345703125,6544,oles,0.062408447265625,3660,ae,0.06231689453125
139099,20178,тому,0.0677490234375,8345,room,0.0667724609375,26863,Rights,0.0653076171875,6544,oles,0.06475830078125,649,put,0.0634765625
357888,16171,Debug,0.0684814453125,193,�,0.06549072265625,21720,footer,0.06341552734375,344,se,0.0626220703125,1,<s>,0.062469482421875
565776,29929,9,0.0762939453125,31376,求,0.075439453125,714,out,0.068603515625,22968,alphabet,0.067626953125,26968,roe,0.0638427734375
273711,1493,view,0.06793212890625,573,ive,0.0660400390625,31974,候,0.06536865234375,10603,tells,0.0653076171875,13498,uelle,0.06512451171875
424721,31376,求,0.07220458984375,193,�,0.06622314453125,25683,складу,0.065673828125,1263,ова,0.065673828125,641,ри,0.06488037109375
17182,6544,oles,0.0706787109375,30019,ç,0.0701904296875,21191,%{,0.0662841796875,7947,ниц,0.06573486328125,273,an,0.0634765625
562059,31376,求,0.0723876953125,31129,어,0.0684814453125,2879,ists,0.06640625,17889,rôle,0.064697265625,3926,ever,0.06396484375
213935,1,<s>,0.06793212890625,17889,rôle,0.06671142578125,1263,ова,0.06658935546875,705,we,0.06585693359375,1485,aus,0.0640869140625
30213,4330,TE,0.0657958984375,4872,egr,0.065185546875,12884,Econom,0.06463623046875,1063,been,0.061737060546875,29052,zat,0.0615234375
303566,26968,roe,0.06793212890625,1780,void,0.06561279296875,15844,edi,0.064208984375,17889,rôle,0.0631103515625,17572,wort,0.0631103515625
388903,705,we,0.0709228515625,1485,aus,0.06500244140625,25299,<>,0.06396484375,19861,conscious,0.06268310546875,15283,exceptions,0.062042236328125
110999,30058,î,0.0755615234375,30019,ç,0.071044921875,85,R,0.06494140625,10982,fest,0.0640869140625,29155,àt,0.0635986328125
113589,31376,求,0.07537841796875,8541,dram,0.066650390625,30890,대,0.0648193359375,31979,才,0.063232421875,10996,finale,0.062744140625
138954,31376,求,0.078369140625,641,ри,0.07147216796875,3495,host,0.07061767578125,13510,itzer,0.06951904296875,2254,load,0.0653076171875
473406,32060,,0.0823974609375,32030,,0.0823974609375,32027,,0.0823974609375,32036,,0.0821533203125,32021,,0.08209228515625
479155,26968,roe,0.07244873046875,705,we,0.0723876953125,24467,юза,0.0655517578125,1,<s>,0.06536865234375,30390,ṣ,0.06512451171875
193926,641,ри,0.07525634765625,24760,Luther,0.0704345703125,6544,oles,0.060089111328125,27623,Senator,0.05889892578125,13610,том,0.0584716796875
509131,17889,rôle,0.07147216796875,3660,ae,0.06890869140625,30142,λ,0.06488037109375,193,�,0.0634765625,26968,roe,0.063232421875
340175,22968,alphabet,0.07110595703125,26688,dtype,0.0706787109375,22642,Canal,0.06976318359375,6544,oles,0.069091796875,32027,,0.068359375
349480,31376,求,0.0687255859375,4330,TE,0.064697265625,17408,гом,0.0640869140625,15203,reb,0.06097412109375,26968,roe,0.059722900390625
485844,30430,‌,0.07110595703125,26688,dtype,0.06951904296875,649,put,0.068115234375,7459,lide,0.0675048828125,641,ри,0.06439208984375
429281,16171,Debug,0.0750732421875,9077,гда,0.06842041015625,24760,Luther,0.0682373046875,26968,roe,0.065673828125,4351,src,0.0653076171875
405249,20342,ardon,0.0677490234375,24130,domin,0.06671142578125,4330,TE,0.0650634765625,3391,ham,0.06451416015625,193,�,0.061859130859375
